model,sparse_enable,scheduling_enable,qps,length,request,hw,energy_qkv,energy_spat_score_context,energy_spat_similarity,energy_spat_softmax,energy_proj,energy_comm,energy_norm,energy_moe,energy_ffn,energy_scheduling,energy_promotion,energy_balance,energy_sum,energy_mem_energy,energy_compute_energy,latency_qkv,latency_spat_score_context,latency_spat_similarity,latency_spat_softmax,latency_proj,latency_comm,latency_norm,latency_moe,latency_ffn,latency_scheduling,latency_promotion,latency_balance,latency_sum
qwen,True,True,4.0,1024,64,gpu,54.014903226204105,317.3974413264691,72.69324036633411,19.219654057697284,23.254408856862778,39.20494885601262,5.914807165255697,2076.016109484505,0,0,0,0,2607.71551333873,1569.737564617049,796.8173322907214,0.01272726058959961,2.5128833527977066,0.019639933394500986,0.0006154186303319875,0.005454540252685547,0.05792317708333312,3.5511329770088196e-05,0.6151716434396803,0,0,0,0,3.22445083751761
