model,sparse_enable,scheduling_enable,qps,length,request,hw,energy_qkv,energy_spat_score_context,energy_spat_similarity,energy_spat_softmax,energy_proj,energy_comm,energy_norm,energy_moe,energy_ffn,energy_scheduling,energy_promotion,energy_balance,energy_sum,energy_mem_energy,energy_compute_energy,latency_qkv,latency_spat_score_context,latency_spat_similarity,latency_spat_softmax,latency_proj,latency_comm,latency_norm,latency_moe,latency_ffn,latency_scheduling,latency_promotion,latency_balance,latency_sum
qwen3,True,True,4.5,1024,64,gpu,84.31594649944098,525.8663228891853,328.590475925056,86.95178790082558,36.29956504485907,61.197968945971056,9.232869721374689,3068.243140010116,0,0,0,0,4200.698076935926,2735.717550288724,1281.7599168696368,0.019866943359375,0.982407298,0.08891309064347297,0.0027842202598549193,0.008514404296875,0.09041666666666737,5.543231964111328e-05,0.9070182591676712,0,0,0,0,2.09997631471356
