model,sparse_enable,scheduling_enable,qps,length,request,hw,energy_qkv,energy_spat_score_context,energy_spat_similarity,energy_spat_softmax,energy_proj,energy_comm,energy_norm,energy_moe,energy_ffn,energy_scheduling,energy_promotion,energy_balance,energy_sum,energy_mem_energy,energy_compute_energy,latency_qkv,latency_spat_score_context,latency_spat_similarity,latency_spat_softmax,latency_proj,latency_comm,latency_norm,latency_moe,latency_ffn,latency_scheduling,latency_promotion,latency_balance,latency_sum
llama4,True,True,3.0,1024,256,gpu,193.09868020138438,1625.7265509394024,1014.8651043657745,120.58961807278067,138.77490304941983,631.7209697648649,95.30704228515957,9528.419542148358,475.2063270695748,0,0,0,13823.708737900033,8712.677740311425,4566.592110910703,0.025634765625,3.2695521792000024,0.29596256045624614,0.009267150890082121,0.018310546875,0.9333333333333481,0.0001430511474609375,2.81524658203125,0.06044197082519531,0,0,0,7.4278921403831895
